fish_id,sex,length,gut_length,Gap,raker_length,Comp1,Comp2,Comp3,Station,basin,tanypodinae,orthocladinae,chironominii,tanytarsini,unknown larvae,adult_fly,Alona rectangula,Alona affinis/quad,Unknown alona,alonella nana,macrothrix hirsuticornix,acroperus harpae,daphnia longispina,resting eggs,Copepods_adult,Copepods_nauplii,ostracod,snail,bivalve,stickleback_eggs,chrinominae,alona,copepods,other_cladocerans,mollusks,Site,gut_length_res,Gap_res,raker_length_res,length_z,gut_length_z,Gap_z,raker_length_z,Comp1_z,Comp2_z,Comp3_z
RG210225,M,53,28,0.176,1.317,0.0074168730367806,-0.0035117155190968,-0.0239220741657519,HS,North,0,5,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,HS,1.434719440291136,-0.010220531121580593,0.13010069493422097,-0.2751825478742664,0.25496145389605457,-0.21663555319049072,0.7023513602441595,0.15417774941631396,-0.09478781619495767,-0.9738755441639974
RG210226,F,52,25,0.215,1.1455000000000002,-0.00604976944368411,0.0301755672265295,-0.0281870905119402,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HS,-0.8750448355492525,0.03279117179639085,-0.016437659779120095,-0.39427415472741534,-0.15550266988129657,0.6950454489469785,-0.0887390548600288,-0.09705023407190413,0.6458258138514671,-1.143627978923992
RG210227,F,49,28,0.14,0.828,0.0507821834457205,0.0548649658866176,-0.0235581348704916,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HS,4.1956623369295825,-0.030173719449694814,-0.25905272391914413,-0.751548975286862,0.7456037322972441,-0.6395656279542166,-1.39850162300484,0.9631826296737909,1.1886213044638765,-0.959390351972299
RG210228,F,52,19,0.183,1.236,0.0694051628361603,0.0178318033491821,0.0115593338669706,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-6.875044835549254,7.911717963908524e-4,0.0740623402208797,-0.39427415472741534,-1.2217520566365938,0.016769768394711417,0.39982711409267113,1.3106050525672355,0.3744486344372233,0.43832429597269035
RG210229,F,57,25,0.242,1.127,0.0477509427767189,0.0617333790208653,0.034148414091033,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-4.326223456347311,0.039732657206533656,-0.15974588621241392,0.20118387953832925,-0.7688055178827834,0.8421779720909862,-0.8623915539530739,0.9066330864713587,1.3396231060168429,1.3373950276594344
RG210231,M,50,23,0.201,1.2585000000000002,0.0472848200556169,0.0397150363555499,0.0578877278907218,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-1.494573387230029,0.026814577632333747,0.14648563079419735,-0.6324573684337131,-0.26559799293246744,0.5683648716341492,0.7908057839087383,0.8979372982338398,0.8555506798701393,2.2822463459035496
RG210232,M,55,21,0.156,1.113,-2.4601563171935e-4,0.0139013596180964,-0.0489844775257681,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-6.945752008028087,-0.038243936957523456,-0.12382259563909645,-0.03699933416796858,-1.23431730318572,-0.8106228864644445,-0.6684589080792573,0.011222141091919945,0.2880379784827733,-1.9713873110537157
RG210233,M,59,16,0.15,1.444,0.0105573797414725,0.030494998962268,-0.0366626231174013,HS,North,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HS,-14.706694904666534,-0.06029074862940922,0.10733082321426861,0.4393670932446271,-2.6135007372163237,-1.277929642425569,0.5794277249539763,0.2127657135428962,0.6528485084137952,-1.4809636838505549
RG210234,M,39,20,0.119,1.0154999999999998,0.0768932132813745,0.0509214552918196,-0.0518450075845961,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HS,3.0980195785256983,-0.011056690269980437,0.17806372894744302,-1.942465043818351,0.550543579293155,-0.2343588786727066,0.9612808163677836,1.4502989529836294,1.1019233740076402,-2.085239616127335
RG210235,F,47,24,0.126,0.869,0.0802804418502802,-0.0240201801313937,0.00211419001881548,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,1.576133785248806,-0.03615031361375194,-0.16812943334582667,-0.9897321889931598,0.2800919469943075,-0.7662462052670465,-0.9076503109166746,1.5134896558046416,-0.5456656307662102,0.062396975948315954
RG210238,M,50,21,0.105,1.1564999999999999,0.0156175278416827,0.0230459947033657,-0.0132935549042981,HS,North,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-3.4945733872300293,-0.06918542236766627,0.04448563079419703,-0.6324573684337131,-0.6210144551842331,-1.4664621700226528,0.24015662111121713,0.30716569521699777,0.48908243306498506,-0.5508485552668189
RG210239,F,44,21,0.215,0.8995,0.0620332697745855,0.0617072512758697,-0.00916788485114052,HS,North,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,HS,0.6468409577276413,0.06488479514016236,-0.0627444974858505,-1.3470070095526065,0.1149489624175512,1.375305580662127,-0.3387275001052416,1.1730781351461446,1.339048688536744,-0.3866422592778712
RG210240,F,46,16,0.165,1.004,-0.08975135322717,-0.0105929244418221,-0.0258650804965756,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-5.733630490591584,0.006861389304219495,-0.008167788059167902,-1.1088237958463087,-1.018913332412458,0.14543479687042266,-0.04409397702635667,-1.6585515614591633,-0.25046792506505094,-1.0512093756523995
RG210242,F,36,15,0.157,0.503,0.0102696437708246,-0.010300579798221,-0.00493930626670997,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,0.1687267510045337,0.03897841848393388,-0.2595513351925806,-2.299739864377798,0.029984132464633065,0.8261910413762913,-1.401193386536989,0.20739783303461362,-0.24404073919325042,-0.2183400883090366
RG210243,M,42,16,0.178,0.852,0.0210505549772519,-0.0432180902821688,-0.0252759999076109,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-2.972687593953137,0.03590820097610523,-0.060321206912533044,-1.5851902232589044,-0.5282710540112685,0.761114357952355,-0.325645314561983,0.40852195038496886,-0.9677309553408567,-1.027763307424319
RG210245,M,47,24,0.214,1.522,-0.016399277561716,0.0821492069844132,-0.00911883719799524,HS,North,0,0,2,0,0,5,0,1,3,0,2,0,0,0,0,0,0,0,1,0,2,4,0,2,1,HS,1.576133785248806,0.051849686386248046,0.4848705666541734,-0.9897321889931598,0.2800919469943075,1.099011916251688,2.61758403522823,-0.2901262779603412,1.7884643073882898,-0.38469010766463857
RG210246,F,40,17,0.127,0.61,0.0710483146892643,0.0494797046483548,-0.0420387502062257,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-0.5922161456339141,-0.007068393187951874,-0.2523979163392156,-1.8233734369652022,-0.10524168368479098,-0.14982247499903334,-1.3625755031767395,1.3412589982124905,1.0702265409403644,-1.6949395725297896
